fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matrícula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
124.0,bus,0,1,1289,239,1425,373,,0.0,0,0,0,0,
124.0,car,0,4,1420,321,1517,382,,0.0,0,0,0,0,
125.0,bus,0,1,1288,239,1423,373,,0.0,0,0,0,0,
125.0,car,0,4,1421,321,1517,382,,0.0,0,0,0,0,
126.0,bus,0,1,1289,239,1421,373,,0.0,0,0,0,0,
126.0,car,0,4,1422,322,1517,381,,0.0,0,0,0,0,
127.0,bus,0,1,1289,239,1419,372,,0.0,0,0,0,0,
127.0,car,0,4,1421,322,1516,381,,0.0,0,0,0,0,
128.0,bus,0,1,1289,239,1419,371,,0.0,0,0,0,0,
128.0,car,0,4,1422,322,1516,382,,0.0,0,0,0,0,
129.0,bus,0,1,1288,241,1416,371,,0.0,0,0,0,0,
129.0,car,0,4,1427,321,1516,381,,0.0,0,0,0,0,
130.0,bus,0,1,1288,241,1416,370,,0.0,0,0,0,0,
130.0,car,0,4,1431,321,1516,381,,0.0,0,0,0,0,
131.0,bus,0,1,1287,242,1415,369,,0.0,0,0,0,0,
131.0,car,0,4,1432,321,1516,381,,0.0,0,0,0,0,
132.0,bus,0,1,1287,241,1413,369,,0.0,0,0,0,0,
132.0,car,0,4,1430,321,1515,381,,0.0,0,0,0,0,
133.0,bus,0,1,1287,242,1411,368,,0.0,0,0,0,0,
133.0,car,0,4,1424,321,1515,381,,0.0,0,0,0,0,
134.0,bus,0,1,1287,244,1410,367,,0.0,0,0,0,0,
134.0,car,0,4,1424,321,1515,381,,0.0,0,0,0,0,
135.0,truck,0,1,1285,245,1409,368,,0.0,0,0,0,0,
135.0,car,0,4,1424,321,1514,382,,0.0,0,0,0,0,
136.0,bus,0,1,1286,246,1408,367,,0.0,0,0,0,0,
136.0,car,0,4,1424,321,1513,382,,0.0,0,0,0,0,
137.0,bus,0,1,1286,247,1408,367,,0.0,0,0,0,0,
137.0,car,0,4,1420,320,1513,382,,0.0,0,0,0,0,
138.0,bus,0,1,1286,247,1407,367,,0.0,0,0,0,0,
138.0,car,0,4,1420,320,1514,382,,0.0,0,0,0,0,
139.0,bus,0,1,1285,248,1405,367,,0.0,0,0,0,0,
139.0,car,0,4,1419,320,1514,382,,0.0,0,0,0,0,
140.0,bus,0,1,1284,249,1404,368,,0.0,0,0,0,0,
140.0,car,0,4,1419,321,1514,382,,0.0,0,0,0,0,
141.0,bus,0,1,1283,250,1403,367,,0.0,0,0,0,0,
141.0,car,0,4,1419,320,1515,382,,0.0,0,0,0,0,
142.0,truck,0,1,1282,249,1402,367,,0.0,0,0,0,0,
142.0,car,0,4,1420,321,1515,382,,0.0,0,0,0,0,
143.0,truck,0,1,1279,248,1400,367,,0.0,0,0,0,0,
143.0,car,0,4,1422,321,1514,381,,0.0,0,0,0,0,
144.0,bus,0,1,1279,249,1396,366,,0.0,0,0,0,0,
144.0,car,0,4,1423,321,1516,382,,0.0,0,0,0,0,
145.0,bus,0,1,1278,249,1393,365,,0.0,0,0,0,0,
145.0,car,0,4,1424,322,1516,382,,0.0,0,0,0,0,
146.0,bus,0,1,1277,249,1394,365,,0.0,0,0,0,0,
146.0,car,0,4,1425,322,1516,382,,0.0,0,0,0,0,
147.0,bus,0,1,1277,250,1392,365,,0.0,0,0,0,0,
147.0,car,0,4,1425,322,1515,381,,0.0,0,0,0,0,
148.0,bus,0,1,1276,250,1393,365,,0.0,0,0,0,0,
148.0,car,0,4,1425,322,1512,381,,0.0,0,0,0,0,
149.0,bus,0,1,1276,250,1392,365,,0.0,0,0,0,0,
149.0,car,0,4,1426,322,1510,380,,0.0,0,0,0,0,
150.0,bus,0,1,1276,250,1392,365,,0.0,0,0,0,0,
150.0,car,0,4,1426,322,1511,381,,0.0,0,0,0,0,
151.0,bus,0,1,1275,250,1390,364,,0.0,0,0,0,0,
151.0,car,0,4,1426,323,1511,381,,0.0,0,0,0,0,
152.0,bus,0,1,1274,250,1389,364,,0.0,0,0,0,0,
152.0,car,0,4,1426,323,1509,381,,0.0,0,0,0,0,
153.0,bus,0,1,1274,251,1386,364,,0.0,0,0,0,0,
153.0,car,0,4,1426,323,1508,381,,0.0,0,0,0,0,
154.0,bus,0,1,1274,251,1385,364,,0.0,0,0,0,0,
154.0,car,0,4,1425,323,1507,381,,0.0,0,0,0,0,
155.0,bus,0,1,1273,251,1384,362,,0.0,0,0,0,0,
155.0,car,0,4,1425,323,1505,381,,0.0,0,0,0,0,
156.0,bus,0,1,1272,251,1382,362,,0.0,0,0,0,0,
156.0,car,0,4,1425,323,1504,379,,0.0,0,0,0,0,
157.0,bus,0,1,1271,252,1381,362,,0.0,0,0,0,0,
157.0,car,0,4,1425,323,1508,378,,0.0,0,0,0,0,
158.0,bus,0,1,1270,252,1379,362,,0.0,0,0,0,0,
158.0,car,0,4,1424,323,1511,379,,0.0,0,0,0,0,
159.0,bus,0,1,1270,252,1378,362,,0.0,0,0,0,0,
159.0,car,0,4,1425,323,1512,379,,0.0,0,0,0,0,
160.0,bus,0,1,1271,252,1379,362,,0.0,0,0,0,0,
160.0,car,0,4,1425,323,1512,379,,0.0,0,0,0,0,
161.0,bus,0,1,1270,252,1379,362,,0.0,0,0,0,0,
161.0,car,0,4,1425,323,1512,378,,0.0,0,0,0,0,
162.0,bus,0,1,1269,252,1378,361,,0.0,0,0,0,0,
162.0,car,0,4,1425,323,1512,378,,0.0,0,0,0,0,
163.0,bus,0,1,1269,252,1377,361,,0.0,0,0,0,0,
163.0,car,0,4,1425,323,1512,378,,0.0,0,0,0,0,
164.0,bus,0,1,1269,252,1375,361,,0.0,0,0,0,0,
164.0,car,0,4,1425,323,1513,378,,0.0,0,0,0,0,
165.0,bus,0,1,1269,252,1374,361,,0.0,0,0,0,0,
165.0,car,0,4,1424,323,1513,378,,0.0,0,0,0,0,
166.0,bus,0,1,1267,254,1373,361,,0.0,0,0,0,0,
166.0,car,0,4,1425,323,1513,378,,0.0,0,0,0,0,
167.0,bus,0,1,1264,254,1371,360,,0.0,0,0,0,0,
167.0,car,0,4,1425,323,1511,379,,0.0,0,0,0,0,
168.0,bus,0,1,1263,254,1370,359,,0.0,0,0,0,0,
168.0,car,0,4,1425,323,1510,380,,0.0,0,0,0,0,
169.0,bus,0,1,1262,254,1369,358,,0.0,0,0,0,0,
169.0,car,0,4,1425,323,1513,382,,0.0,0,0,0,0,
170.0,bus,0,1,1261,254,1368,358,,0.0,0,0,0,0,
170.0,car,0,4,1425,323,1514,382,,0.0,0,0,0,0,
171.0,bus,0,1,1259,255,1367,358,,0.0,0,0,0,0,
171.0,car,0,4,1425,323,1514,382,,0.0,0,0,0,0,
172.0,bus,0,1,1258,255,1365,357,,0.0,0,0,0,0,
172.0,car,0,4,1425,323,1514,382,,0.0,0,0,0,0,
173.0,bus,0,1,1258,256,1364,357,,0.0,0,0,0,0,
173.0,car,0,4,1425,323,1514,382,,0.0,0,0,0,0,
174.0,bus,0,1,1258,257,1362,357,,0.0,0,0,0,0,
174.0,car,0,4,1425,323,1514,382,,0.0,0,0,0,0,
175.0,bus,0,1,1258,257,1361,357,,0.0,0,0,0,0,
175.0,car,0,4,1426,323,1514,381,,0.0,0,0,0,0,
176.0,bus,0,1,1257,257,1360,357,,0.0,0,0,0,0,
176.0,car,0,4,1426,323,1514,380,,0.0,0,0,0,0,
177.0,bus,0,1,1256,257,1359,357,,0.0,0,0,0,0,
177.0,car,0,4,1427,323,1513,380,,0.0,0,0,0,0,
178.0,bus,0,1,1256,257,1358,358,,0.0,0,0,0,0,
178.0,car,0,4,1426,323,1512,381,,0.0,0,0,0,0,
178.0,car,0,5,1359,321,1399,357,,0.0,0,0,0,0,
179.0,bus,0,1,1256,257,1357,358,,0.0,0,0,0,0,
179.0,car,0,4,1426,323,1512,380,,0.0,0,0,0,0,
179.0,car,0,5,1360,321,1400,356,,0.0,0,0,0,0,
180.0,bus,0,1,1256,257,1356,358,,0.0,0,0,0,0,
180.0,car,0,4,1426,324,1511,379,,0.0,0,0,0,0,
180.0,car,0,5,1361,321,1400,357,,0.0,0,0,0,0,
181.0,bus,0,1,1255,258,1355,358,,0.0,0,0,0,0,
181.0,car,0,4,1426,324,1510,379,,0.0,0,0,0,0,
181.0,car,0,5,1360,321,1401,356,,0.0,0,0,0,0,
182.0,bus,0,1,1255,259,1354,357,,0.0,0,0,0,0,
182.0,car,0,4,1426,324,1508,379,,0.0,0,0,0,0,
182.0,car,0,5,1357,321,1401,356,,0.0,0,0,0,0,
183.0,bus,0,1,1254,259,1354,357,,0.0,0,0,0,0,
183.0,car,0,4,1427,324,1505,378,,0.0,0,0,0,0,
183.0,car,0,5,1355,321,1401,356,,0.0,0,0,0,0,
184.0,bus,0,1,1254,260,1353,357,,0.0,0,0,0,0,
184.0,car,0,4,1428,324,1504,378,,0.0,0,0,0,0,
184.0,car,0,5,1356,321,1402,356,,0.0,0,0,0,0,
185.0,truck,0,1,1254,259,1352,357,,0.0,0,0,0,0,
185.0,car,0,4,1428,324,1504,378,,0.0,0,0,0,0,
185.0,car,0,5,1357,321,1401,356,,0.0,0,0,0,0,
186.0,truck,0,1,1253,259,1351,357,,0.0,0,0,0,0,
186.0,car,0,4,1428,324,1505,378,,0.0,0,0,0,0,
186.0,car,0,5,1360,321,1401,356,,0.0,0,0,0,0,
187.0,bus,0,1,1252,260,1350,357,,0.0,0,0,0,0,
187.0,car,0,4,1429,324,1505,378,,0.0,0,0,0,0,
187.0,car,0,5,1362,321,1401,356,,0.0,0,0,0,0,
188.0,truck,0,1,1251,260,1350,357,,0.0,0,0,0,0,
188.0,car,0,4,1429,324,1504,378,,0.0,0,0,0,0,
188.0,car,0,5,1363,322,1401,356,,0.0,0,0,0,0,
189.0,bus,0,1,1251,259,1349,357,,0.0,0,0,0,0,
